symbol,name,reference,footprint,description,keywords,1,2,value,tolerance,voltage
capacitor,capacitor_3300pF_10_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 3300pF 5% 10V,"capacitor,smd",1,2,3300pF,5%,10V
capacitor,capacitor_3300pF_16_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 3300pF 5% 16V,"capacitor,smd",1,2,3300pF,5%,16V
capacitor,capacitor_3300pF_10_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 3300pF 5% 10V,"capacitor,smd",1,2,3300pF,5%,10V
capacitor,capacitor_3300pF_16_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 3300pF 5% 16V,"capacitor,smd",1,2,3300pF,5%,16V
capacitor,capacitor_3300pF_25_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 3300pF 5% 25V,"capacitor,smd",1,2,3300pF,5%,25V
capacitor,capacitor_3300pF_50_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 3300pF 5% 50V,"capacitor,smd",1,2,3300pF,5%,50V
capacitor,capacitor_3300pF_100_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 3300pF 5% 100V,"capacitor,smd",1,2,3300pF,5%,100V
capacitor,capacitor_3300pF_10_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 3300pF 5% 10V,"capacitor,smd",1,2,3300pF,5%,10V
capacitor,capacitor_3300pF_16_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 3300pF 5% 16V,"capacitor,smd",1,2,3300pF,5%,16V
capacitor,capacitor_3300pF_25_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 3300pF 5% 25V,"capacitor,smd",1,2,3300pF,5%,25V
capacitor,capacitor_3300pF_50_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 3300pF 5% 50V,"capacitor,smd",1,2,3300pF,5%,50V
capacitor,capacitor_3300pF_100_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 3300pF 5% 100V,"capacitor,smd",1,2,3300pF,5%,100V
capacitor,capacitor_3300pF_200_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 3300pF 5% 200V,"capacitor,smd",1,2,3300pF,5%,200V
capacitor,capacitor_3300pF_10_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 3300pF 5% 10V,"capacitor,smd",1,2,3300pF,5%,10V
capacitor,capacitor_3300pF_16_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 3300pF 5% 16V,"capacitor,smd",1,2,3300pF,5%,16V
capacitor,capacitor_3300pF_25_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 3300pF 5% 25V,"capacitor,smd",1,2,3300pF,5%,25V
capacitor,capacitor_3300pF_50_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 3300pF 5% 50V,"capacitor,smd",1,2,3300pF,5%,50V
capacitor,capacitor_3300pF_100_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 3300pF 5% 100V,"capacitor,smd",1,2,3300pF,5%,100V
capacitor,capacitor_3300pF_200_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 3300pF 5% 200V,"capacitor,smd",1,2,3300pF,5%,200V
capacitor,capacitor_3300pF_500_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 3300pF 5% 500V,"capacitor,smd",1,2,3300pF,5%,500V
capacitor,capacitor_3300pF_10_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 3300pF 5% 10V,"capacitor,smd",1,2,3300pF,5%,10V
capacitor,capacitor_3300pF_16_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 3300pF 5% 16V,"capacitor,smd",1,2,3300pF,5%,16V
capacitor,capacitor_3300pF_25_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 3300pF 5% 25V,"capacitor,smd",1,2,3300pF,5%,25V
capacitor,capacitor_3300pF_50_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 3300pF 5% 50V,"capacitor,smd",1,2,3300pF,5%,50V
capacitor,capacitor_3300pF_100_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 3300pF 5% 100V,"capacitor,smd",1,2,3300pF,5%,100V
capacitor,capacitor_3300pF_200_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 3300pF 5% 200V,"capacitor,smd",1,2,3300pF,5%,200V
capacitor,capacitor_3300pF_500_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 3300pF 5% 500V,"capacitor,smd",1,2,3300pF,5%,500V
capacitor,capacitor_4700pF_10_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 4700pF 5% 10V,"capacitor,smd",1,2,4700pF,5%,10V
capacitor,capacitor_4700pF_16_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 4700pF 5% 16V,"capacitor,smd",1,2,4700pF,5%,16V
capacitor,capacitor_4700pF_10_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 4700pF 5% 10V,"capacitor,smd",1,2,4700pF,5%,10V
capacitor,capacitor_4700pF_16_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 4700pF 5% 16V,"capacitor,smd",1,2,4700pF,5%,16V
capacitor,capacitor_4700pF_25_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 4700pF 5% 25V,"capacitor,smd",1,2,4700pF,5%,25V
capacitor,capacitor_4700pF_50_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 4700pF 5% 50V,"capacitor,smd",1,2,4700pF,5%,50V
capacitor,capacitor_4700pF_100_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 4700pF 5% 100V,"capacitor,smd",1,2,4700pF,5%,100V
capacitor,capacitor_4700pF_10_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 4700pF 5% 10V,"capacitor,smd",1,2,4700pF,5%,10V
capacitor,capacitor_4700pF_16_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 4700pF 5% 16V,"capacitor,smd",1,2,4700pF,5%,16V
capacitor,capacitor_4700pF_25_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 4700pF 5% 25V,"capacitor,smd",1,2,4700pF,5%,25V
capacitor,capacitor_4700pF_50_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 4700pF 5% 50V,"capacitor,smd",1,2,4700pF,5%,50V
capacitor,capacitor_4700pF_100_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 4700pF 5% 100V,"capacitor,smd",1,2,4700pF,5%,100V
capacitor,capacitor_4700pF_200_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 4700pF 5% 200V,"capacitor,smd",1,2,4700pF,5%,200V
capacitor,capacitor_4700pF_10_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 4700pF 5% 10V,"capacitor,smd",1,2,4700pF,5%,10V
capacitor,capacitor_4700pF_16_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 4700pF 5% 16V,"capacitor,smd",1,2,4700pF,5%,16V
capacitor,capacitor_4700pF_25_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 4700pF 5% 25V,"capacitor,smd",1,2,4700pF,5%,25V
capacitor,capacitor_4700pF_50_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 4700pF 5% 50V,"capacitor,smd",1,2,4700pF,5%,50V
capacitor,capacitor_4700pF_100_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 4700pF 5% 100V,"capacitor,smd",1,2,4700pF,5%,100V
capacitor,capacitor_4700pF_200_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 4700pF 5% 200V,"capacitor,smd",1,2,4700pF,5%,200V
capacitor,capacitor_4700pF_500_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 4700pF 5% 500V,"capacitor,smd",1,2,4700pF,5%,500V
capacitor,capacitor_4700pF_10_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 4700pF 5% 10V,"capacitor,smd",1,2,4700pF,5%,10V
capacitor,capacitor_4700pF_16_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 4700pF 5% 16V,"capacitor,smd",1,2,4700pF,5%,16V
capacitor,capacitor_4700pF_25_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 4700pF 5% 25V,"capacitor,smd",1,2,4700pF,5%,25V
capacitor,capacitor_4700pF_50_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 4700pF 5% 50V,"capacitor,smd",1,2,4700pF,5%,50V
capacitor,capacitor_4700pF_100_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 4700pF 5% 100V,"capacitor,smd",1,2,4700pF,5%,100V
capacitor,capacitor_4700pF_200_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 4700pF 5% 200V,"capacitor,smd",1,2,4700pF,5%,200V
capacitor,capacitor_4700pF_500_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 4700pF 5% 500V,"capacitor,smd",1,2,4700pF,5%,500V
capacitor,capacitor_6800pF_10_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 6800pF 5% 10V,"capacitor,smd",1,2,6800pF,5%,10V
capacitor,capacitor_6800pF_16_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 6800pF 5% 16V,"capacitor,smd",1,2,6800pF,5%,16V
capacitor,capacitor_6800pF_10_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 6800pF 5% 10V,"capacitor,smd",1,2,6800pF,5%,10V
capacitor,capacitor_6800pF_16_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 6800pF 5% 16V,"capacitor,smd",1,2,6800pF,5%,16V
capacitor,capacitor_6800pF_25_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 6800pF 5% 25V,"capacitor,smd",1,2,6800pF,5%,25V
capacitor,capacitor_6800pF_50_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 6800pF 5% 50V,"capacitor,smd",1,2,6800pF,5%,50V
capacitor,capacitor_6800pF_100_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 6800pF 5% 100V,"capacitor,smd",1,2,6800pF,5%,100V
capacitor,capacitor_6800pF_10_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 6800pF 5% 10V,"capacitor,smd",1,2,6800pF,5%,10V
capacitor,capacitor_6800pF_16_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 6800pF 5% 16V,"capacitor,smd",1,2,6800pF,5%,16V
capacitor,capacitor_6800pF_25_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 6800pF 5% 25V,"capacitor,smd",1,2,6800pF,5%,25V
capacitor,capacitor_6800pF_50_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 6800pF 5% 50V,"capacitor,smd",1,2,6800pF,5%,50V
capacitor,capacitor_6800pF_100_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 6800pF 5% 100V,"capacitor,smd",1,2,6800pF,5%,100V
capacitor,capacitor_6800pF_200_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 6800pF 5% 200V,"capacitor,smd",1,2,6800pF,5%,200V
capacitor,capacitor_6800pF_10_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 6800pF 5% 10V,"capacitor,smd",1,2,6800pF,5%,10V
capacitor,capacitor_6800pF_16_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 6800pF 5% 16V,"capacitor,smd",1,2,6800pF,5%,16V
capacitor,capacitor_6800pF_25_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 6800pF 5% 25V,"capacitor,smd",1,2,6800pF,5%,25V
capacitor,capacitor_6800pF_50_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 6800pF 5% 50V,"capacitor,smd",1,2,6800pF,5%,50V
capacitor,capacitor_6800pF_100_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 6800pF 5% 100V,"capacitor,smd",1,2,6800pF,5%,100V
capacitor,capacitor_6800pF_200_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 6800pF 5% 200V,"capacitor,smd",1,2,6800pF,5%,200V
capacitor,capacitor_6800pF_500_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 6800pF 5% 500V,"capacitor,smd",1,2,6800pF,5%,500V
capacitor,capacitor_6800pF_10_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 6800pF 5% 10V,"capacitor,smd",1,2,6800pF,5%,10V
capacitor,capacitor_6800pF_16_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 6800pF 5% 16V,"capacitor,smd",1,2,6800pF,5%,16V
capacitor,capacitor_6800pF_25_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 6800pF 5% 25V,"capacitor,smd",1,2,6800pF,5%,25V
capacitor,capacitor_6800pF_50_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 6800pF 5% 50V,"capacitor,smd",1,2,6800pF,5%,50V
capacitor,capacitor_6800pF_100_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 6800pF 5% 100V,"capacitor,smd",1,2,6800pF,5%,100V
capacitor,capacitor_6800pF_200_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 6800pF 5% 200V,"capacitor,smd",1,2,6800pF,5%,200V
capacitor,capacitor_6800pF_500_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 6800pF 5% 500V,"capacitor,smd",1,2,6800pF,5%,500V
capacitor,capacitor_0.01uF_10_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 0.01uF 5% 10V,"capacitor,smd",1,2,0.01uF,5%,10V
capacitor,capacitor_0.01uF_16_chip_capacitor_201V,C,chip_capacitor_201,Capacitor 0.01uF 5% 16V,"capacitor,smd",1,2,0.01uF,5%,16V
capacitor,capacitor_0.01uF_10_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 0.01uF 5% 10V,"capacitor,smd",1,2,0.01uF,5%,10V
capacitor,capacitor_0.01uF_16_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 0.01uF 5% 16V,"capacitor,smd",1,2,0.01uF,5%,16V
capacitor,capacitor_0.01uF_25_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 0.01uF 5% 25V,"capacitor,smd",1,2,0.01uF,5%,25V
capacitor,capacitor_0.01uF_25_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 0.01uF 5% 25V,"capacitor,smd",1,2,0.01uF,5%,25V
capacitor,capacitor_0.01uF_50_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_10_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.01uF 5% 10V,"capacitor,smd",1,2,0.01uF,5%,10V
capacitor,capacitor_0.01uF_16_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.01uF 5% 16V,"capacitor,smd",1,2,0.01uF,5%,16V
capacitor,capacitor_0.01uF_25_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.01uF 5% 25V,"capacitor,smd",1,2,0.01uF,5%,25V
capacitor,capacitor_0.01uF_50_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_200_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.01uF 5% 200V,"capacitor,smd",1,2,0.01uF,5%,200V
capacitor,capacitor_0.01uF_10_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.01uF 5% 10V,"capacitor,smd",1,2,0.01uF,5%,10V
capacitor,capacitor_0.01uF_16_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.01uF 5% 16V,"capacitor,smd",1,2,0.01uF,5%,16V
capacitor,capacitor_0.01uF_25_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.01uF 5% 25V,"capacitor,smd",1,2,0.01uF,5%,25V
capacitor,capacitor_0.01uF_50_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_200_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.01uF 5% 200V,"capacitor,smd",1,2,0.01uF,5%,200V
capacitor,capacitor_0.01uF_500_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.01uF 5% 500V,"capacitor,smd",1,2,0.01uF,5%,500V
capacitor,capacitor_0.01uF_10_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.01uF 5% 10V,"capacitor,smd",1,2,0.01uF,5%,10V
capacitor,capacitor_0.01uF_16_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.01uF 5% 16V,"capacitor,smd",1,2,0.01uF,5%,16V
capacitor,capacitor_0.01uF_25_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.01uF 5% 25V,"capacitor,smd",1,2,0.01uF,5%,25V
capacitor,capacitor_0.01uF_50_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_200_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.01uF 5% 200V,"capacitor,smd",1,2,0.01uF,5%,200V
capacitor,capacitor_0.01uF_500_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.01uF 5% 500V,"capacitor,smd",1,2,0.01uF,5%,500V
capacitor,capacitor_0.01uF_25_chip_capacitor_1812V,C,chip_capacitor_1812,Capacitor 0.01uF 5% 25V,"capacitor,smd",1,2,0.01uF,5%,25V
capacitor,capacitor_0.01uF_50_chip_capacitor_1812V,C,chip_capacitor_1812,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_1812V,C,chip_capacitor_1812,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_200_chip_capacitor_1812V,C,chip_capacitor_1812,Capacitor 0.01uF 5% 200V,"capacitor,smd",1,2,0.01uF,5%,200V
capacitor,capacitor_0.01uF_500_chip_capacitor_1812V,C,chip_capacitor_1812,Capacitor 0.01uF 5% 500V,"capacitor,smd",1,2,0.01uF,5%,500V
capacitor,capacitor_0.01uF_50_chip_capacitor_1825V,C,chip_capacitor_1825,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_1825V,C,chip_capacitor_1825,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_200_chip_capacitor_1825V,C,chip_capacitor_1825,Capacitor 0.01uF 5% 200V,"capacitor,smd",1,2,0.01uF,5%,200V
capacitor,capacitor_0.01uF_50_chip_capacitor_2220V,C,chip_capacitor_2220,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_2220V,C,chip_capacitor_2220,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_200_chip_capacitor_2220V,C,chip_capacitor_2220,Capacitor 0.01uF 5% 200V,"capacitor,smd",1,2,0.01uF,5%,200V
capacitor,capacitor_0.01uF_500_chip_capacitor_2220V,C,chip_capacitor_2220,Capacitor 0.01uF 5% 500V,"capacitor,smd",1,2,0.01uF,5%,500V
capacitor,capacitor_0.01uF_50_chip_capacitor_2225V,C,chip_capacitor_2225,Capacitor 0.01uF 5% 50V,"capacitor,smd",1,2,0.01uF,5%,50V
capacitor,capacitor_0.01uF_100_chip_capacitor_2225V,C,chip_capacitor_2225,Capacitor 0.01uF 5% 100V,"capacitor,smd",1,2,0.01uF,5%,100V
capacitor,capacitor_0.01uF_200_chip_capacitor_2225V,C,chip_capacitor_2225,Capacitor 0.01uF 5% 200V,"capacitor,smd",1,2,0.01uF,5%,200V
capacitor,capacitor_0.015uF_10_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 0.015uF 5% 10V,"capacitor,smd",1,2,0.015uF,5%,10V
capacitor,capacitor_0.015uF_16_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 0.015uF 5% 16V,"capacitor,smd",1,2,0.015uF,5%,16V
capacitor,capacitor_0.015uF_25_chip_capacitor_402V,C,chip_capacitor_402,Capacitor 0.015uF 5% 25V,"capacitor,smd",1,2,0.015uF,5%,25V
capacitor,capacitor_0.015uF_25_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 0.015uF 5% 25V,"capacitor,smd",1,2,0.015uF,5%,25V
capacitor,capacitor_0.015uF_50_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 0.015uF 5% 50V,"capacitor,smd",1,2,0.015uF,5%,50V
capacitor,capacitor_0.015uF_100_chip_capacitor_603V,C,chip_capacitor_603,Capacitor 0.015uF 5% 100V,"capacitor,smd",1,2,0.015uF,5%,100V
capacitor,capacitor_0.015uF_10_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.015uF 5% 10V,"capacitor,smd",1,2,0.015uF,5%,10V
capacitor,capacitor_0.015uF_16_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.015uF 5% 16V,"capacitor,smd",1,2,0.015uF,5%,16V
capacitor,capacitor_0.015uF_25_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.015uF 5% 25V,"capacitor,smd",1,2,0.015uF,5%,25V
capacitor,capacitor_0.015uF_50_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.015uF 5% 50V,"capacitor,smd",1,2,0.015uF,5%,50V
capacitor,capacitor_0.015uF_100_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.015uF 5% 100V,"capacitor,smd",1,2,0.015uF,5%,100V
capacitor,capacitor_0.015uF_200_chip_capacitor_805V,C,chip_capacitor_805,Capacitor 0.015uF 5% 200V,"capacitor,smd",1,2,0.015uF,5%,200V
capacitor,capacitor_0.015uF_10_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.015uF 5% 10V,"capacitor,smd",1,2,0.015uF,5%,10V
capacitor,capacitor_0.015uF_16_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.015uF 5% 16V,"capacitor,smd",1,2,0.015uF,5%,16V
capacitor,capacitor_0.015uF_25_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.015uF 5% 25V,"capacitor,smd",1,2,0.015uF,5%,25V
capacitor,capacitor_0.015uF_50_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.015uF 5% 50V,"capacitor,smd",1,2,0.015uF,5%,50V
capacitor,capacitor_0.015uF_100_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.015uF 5% 100V,"capacitor,smd",1,2,0.015uF,5%,100V
capacitor,capacitor_0.015uF_200_chip_capacitor_1206V,C,chip_capacitor_1206,Capacitor 0.015uF 5% 200V,"capacitor,smd",1,2,0.015uF,5%,200V
capacitor,capacitor_0.015uF_10_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.015uF 5% 10V,"capacitor,smd",1,2,0.015uF,5%,10V
capacitor,capacitor_0.015uF_16_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.015uF 5% 16V,"capacitor,smd",1,2,0.015uF,5%,16V
capacitor,capacitor_0.015uF_25_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.015uF 5% 25V,"capacitor,smd",1,2,0.015uF,5%,25V
capacitor,capacitor_0.015uF_50_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.015uF 5% 50V,"capacitor,smd",1,2,0.015uF,5%,50V
capacitor,capacitor_0.015uF_100_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.015uF 5% 100V,"capacitor,smd",1,2,0.015uF,5%,100V
capacitor,capacitor_0.015uF_200_chip_capacitor_1210V,C,chip_capacitor_1210,Capacitor 0.015uF 5% 200V,"capacitor,smd",1,2,0.015uF,5%,200V
